"project","data_type","habitat","source","scientific_name","kingdom","phylum","class","order","family","genus","species"
"KONZA","consumer","prairie","KIC011.csv","Nicrophorus pustulatus","Animalia","Arthropoda","Insecta","Coleoptera","Silphidae","Nicrophorus","Nicrophorus pustulatus"
"KONZA","consumer","prairie","KIC011.csv","Nicrophorus tomentosus","Animalia","Arthropoda","Insecta","Coleoptera","Silphidae","Nicrophorus","Nicrophorus tomentosus"
"KONZA","consumer","prairie","KIC011.csv","Oiceoptoma inequale",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Oiceoptoma novaboracense",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Platydracus maculosus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Stenus colonus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenus","Stenus colonus"
"KONZA","consumer","prairie","KIC011.csv","Acanalonia bivittata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acanalonia conica",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aldus eurinus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aldus pilosulus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Orius insidiosus","Animalia","Arthropoda","Insecta","Hemiptera","Anthocoridae","Orius","Orius insidiosus"
"KONZA","consumer","prairie","KIC011.csv","Lepyronia gibbosa","Animalia","Arthropoda","Insecta","Hemiptera","Aphrophoridae","Lepyronia","Lepyronia gibbosa"
"KONZA","consumer","prairie","KIC011.csv","Philaenus leucophthalmus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aceratogallia uhleri",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Agallia constricta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Alconeura",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Amblysellus grey",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Athysanella argenteola",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Balclutha guajanae",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Balclutha neglecta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Chlorotettix spatulatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Commellus comma",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Dorycephalus platyrhyncus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Draeculocephala mollipes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Driotura gammaroides",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Driotura robusta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Empoascus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Endria inimica",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Exiticinus exitiosus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia abbreviata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia albida",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia curvata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia graminea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia pectinata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Flexamia prairiana",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Graminella mohri",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gypona melanota",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gyponana vincula",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hecalus curtus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hecalus flavidus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hecalus grandis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hecalus viridis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Kansendria kansiensis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Laevicephalus peronatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Laevicephalus unicoloratus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Macrosteles fascifrens",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Mesamia coloradensis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Neocoelidia bifida",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Norvellina chenopodii",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Norvellina seminuda",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Panana puncticollis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Paraphlepsius altus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Paraphlepsius irroratus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Paraphlepsius solidaginis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Polyamia caperata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pruisiana cinerea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Psotalebra",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Sanguinolenta prov.",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Sanguinolenta vulgaris",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scaphoideus minor",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scaphytopius cinereus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scaphytopius frontalis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scleroracus osborni",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Stirellus bicolor",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Texananus decoris",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Xerophloea majesta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Xerophloea peltata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Cicadetta calliope",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Melampsalta calliope",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tibicen aurifera",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tibicen dorsata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tibicen lyricen",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Tibicen pruinosa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Cixius stigmata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Oliarus aridus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Oliarus ecologus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Chariesterus antennator","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae","Chariesterus","Chariesterus antennator"
"KONZA","consumer","prairie","KIC011.csv","Mozena obesa","Animalia","Arthropoda","Insecta","Hemiptera","Coreidae","Mozena","Mozena obesa"
"KONZA","consumer","prairie","KIC011.csv","Galgupha atra","Animalia","Arthropoda","Insecta","Hemiptera","Thyreocoridae","Galgupha","Galgupha atra"
"KONZA","consumer","prairie","KIC011.csv","Copicerus roratus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Delphacodes campestris",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Delphacodes rotundata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Liburniella ornata","Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Liburniella","Liburniella ornata"
"KONZA","consumer","prairie","KIC011.csv","Pissonotus dorsalis","Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Pissonotus","Pissonotus dorsalis"
"KONZA","consumer","prairie","KIC011.csv","Pissonotus","Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Pissonotus",""
"KONZA","consumer","prairie","KIC011.csv","Phylloscelis atra",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scolops angustatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scolops pungens",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Scolops sulcipes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Gerris marginatus","Animalia","Arthropoda","Insecta","Hemiptera","Gerridae","Gerris","Gerris marginatus"
"KONZA","consumer","prairie","KIC011.csv","Gerris remigis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Limnogonus nesione",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hydrometra australis","Animalia","Arthropoda","Insecta","Hemiptera","Hydrometridae","Hydrometra","Hydrometra australis"
"KONZA","consumer","prairie","KIC011.csv","Bruchomorpha dorsata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Arhaphe breviata","Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Arhaphe","Arhaphe breviata"
"KONZA","consumer","prairie","KIC011.csv","Blissus leucopterus","Animalia","Arthropoda","Insecta","Hemiptera","Blissidae","Blissus","Blissus leucopterus"
"KONZA","consumer","prairie","KIC011.csv","Geocoris uliginosus","Animalia","Arthropoda","Insecta","Hemiptera","Geocoridae","Geocoris","Geocoris uliginosus"
"KONZA","consumer","prairie","KIC011.csv","Ischnodemus falicus","Animalia","Arthropoda","Insecta","Hemiptera","Blissidae","Ischnodemus","Ischnodemus falicus"
"KONZA","consumer","prairie","KIC011.csv","Ischnodemus slossoni",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Neacoryphus bicrucis","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Neacoryphus","Neacoryphus bicrucis"
"KONZA","consumer","prairie","KIC011.csv","Oedancala dorsalis","Animalia","Arthropoda","Insecta","Hemiptera","Pachygronthidae","Oedancala","Oedancala dorsalis"
"KONZA","consumer","prairie","KIC011.csv","Oncopeltus fasciatus","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Oncopeltus","Oncopeltus fasciatus"
"KONZA","consumer","prairie","KIC011.csv","Xynonysius californicus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Campylenchia latipes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Stictocephala lutea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Vanduzeea triguttata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Mesovellia mulsanti",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Keltonia sulphureus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Lygus pratensis","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Lygus","Lygus pratensis"
"KONZA","consumer","prairie","KIC011.csv","Macrotylus amoenus","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Macrotylus","Macrotylus amoenus"
"KONZA","consumer","prairie","KIC011.csv","Parthenicus juniperi","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Parthenicus","Parthenicus juniperi"
"KONZA","consumer","prairie","KIC011.csv","Parthenicus","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Parthenicus",""
"KONZA","consumer","prairie","KIC011.csv","Plagiognathus gleditsiae",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Poecilocapsus lineatus","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Poecilocapsus","Poecilocapsus lineatus"
"KONZA","consumer","prairie","KIC011.csv","Semium hirtum","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Semium","Semium hirtum"
"KONZA","consumer","prairie","KIC011.csv","Trigonotylus coelestialium",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Nabis alternatus","Animalia","Arthropoda","Insecta","Hemiptera","Nabidae","Nabis","Nabis alternatus"
"KONZA","consumer","prairie","KIC011.csv","Nabis americoferus","Animalia","Arthropoda","Insecta","Hemiptera","Nabidae","Nabis","Nabis americoferus"
"KONZA","consumer","prairie","KIC011.csv","Ranatra nigra","Animalia","Arthropoda","Insecta","Hemiptera","Nepidae","Ranatra","Ranatra nigra"
"KONZA","consumer","prairie","KIC011.csv","Buenoa margaritacea","Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae","Buenoa","Buenoa margaritacea"
"KONZA","consumer","prairie","KIC011.csv","Notonecta ungulata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Coenus delius","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Coenus","Coenus delius"
"KONZA","consumer","prairie","KIC011.csv","Euschistus servus","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Euschistus","Euschistus servus"
"KONZA","consumer","prairie","KIC011.csv","Euschistus variolarius","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Euschistus","Euschistus variolarius"
"KONZA","consumer","prairie","KIC011.csv","Holcostethus limbolarius","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Holcostethus","Holcostethus limbolarius"
"KONZA","consumer","prairie","KIC011.csv","Hymenarcys aequalis","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Hymenarcys","Hymenarcys aequalis"
"KONZA","consumer","prairie","KIC011.csv","Mecidea major","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Mecidea","Mecidea major"
"KONZA","consumer","prairie","KIC011.csv","Mineus strigipes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Mormidea lugens","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Mormidea","Mormidea lugens"
"KONZA","consumer","prairie","KIC011.csv","Neottiglossa sulcifrons","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Neottiglossa","Neottiglossa sulcifrons"
"KONZA","consumer","prairie","KIC011.csv","Thyanta accessa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Thyanta calceata","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Thyanta","Thyanta calceata"
"KONZA","consumer","prairie","KIC011.csv","Macrocephalus prehensilis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Peraplea",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Plea striola","Animalia","Arthropoda","Insecta","Hemiptera","Pleidae","Neoplea","Neoplea striola"
"KONZA","consumer","prairie","KIC011.csv","Rhynocoris ventralis","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Rhynocoris","Rhynocoris ventralis"
"KONZA","consumer","prairie","KIC011.csv","Sinea diadema","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Sinea","Sinea diadema"
"KONZA","consumer","prairie","KIC011.csv","Zelus occiduus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Arhyssus lateralis","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Arhyssus","Arhyssus lateralis"
"KONZA","consumer","prairie","KIC011.csv","Harmostes reflexulus","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Harmostes","Harmostes reflexulus"
"KONZA","consumer","prairie","KIC011.csv","Liorhyssus hyalinus","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Liorhyssus","Liorhyssus hyalinus"
"KONZA","consumer","prairie","KIC011.csv","Homaenus bijugis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Atheas mimeticus","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae","Atheas","Atheas mimeticus"
"KONZA","consumer","prairie","KIC011.csv","Corythuca marmorata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Arge humeralis","Animalia","Arthropoda","Insecta","Hymenoptera","Argidae","Arge","Arge humeralis"
"KONZA","consumer","prairie","KIC011.csv","Atomacera debilis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Schizocerella pilicornis","Animalia","Arthropoda","Insecta","Hymenoptera","Argidae","Schizocerella","Schizocerella pilicornis"
"KONZA","consumer","prairie","KIC011.csv","Sphacophilus cellularis","Animalia","Arthropoda","Insecta","Hymenoptera","Argidae","Sphacophilus","Sphacophilus cellularis"
"KONZA","consumer","prairie","KIC011.csv","Sphacophilus coloradensis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Sphacophilus nigriceps",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pristaulacus stigmaterus","Animalia","Arthropoda","Insecta","Hymenoptera","Aulacidae","Pristaulacus","Pristaulacus stigmaterus"
"KONZA","consumer","prairie","KIC011.csv","Adelius",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Alabagrus","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Alabagrus",""
"KONZA","consumer","prairie","KIC011.csv","Aleiodes terminalis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aleiodes texanus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aphaereta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aphidius","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Aphidius",""
"KONZA","consumer","prairie","KIC011.csv","Asobara","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Asobara",""
"KONZA","consumer","prairie","KIC011.csv","Aspilota",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Cantharoctonus","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Cantharoctonus",""
"KONZA","consumer","prairie","KIC011.csv","Cardiochiles",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Centistes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Chremylus","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Chremylus",""
"KONZA","consumer","prairie","KIC011.csv","Cremnops","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Cremnops",""
"KONZA","consumer","prairie","KIC011.csv","Doryctes",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Ecphylus","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","Hoplophthiracarus ecphylus"
"KONZA","consumer","prairie","KIC011.csv","Euphoriella",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Glyptapanteles militaris","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Glyptapanteles","Glyptapanteles militaris"
"KONZA","consumer","prairie","KIC011.csv","Gnamptodon","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Gnamptodon",""
"KONZA","consumer","prairie","KIC011.csv","Habrobracon",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Holdawayella",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Hoplitalysia",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Leiophron",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Microctonus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Mirax","Animalia","Arthropoda","Arachnida","Trombidiformes","Labidostommatidae","Labidostomma","Labidostomma mirax"
"KONZA","consumer","prairie","KIC011.csv","Nealiolus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Oenogastra",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Ontsira",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Orthostigma",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Parahormius","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Parahormius",""
"KONZA","consumer","prairie","KIC011.csv","Peristenus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Phaenocarpa","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Phaenocarpa",""
"KONZA","consumer","prairie","KIC011.csv","Phanerotoma",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Praon","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Praon",""
"KONZA","consumer","prairie","KIC011.csv","Proterops","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Proterops",""
"KONZA","consumer","prairie","KIC011.csv","Syntretus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Triaspis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Trioxys","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Trioxys",""
"KONZA","consumer","prairie","KIC011.csv","Urosigalphus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Vadum",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Cephus cinctus","Animalia","Arthropoda","Insecta","Hymenoptera","Cephidae","Cephus","Cephus cinctus"
"KONZA","consumer","prairie","KIC011.csv","Ceraphron","Animalia","Arthropoda","Insecta","Hymenoptera","Ceraphronidae","Ceraphron",""
"KONZA","consumer","prairie","KIC011.csv","Zaraea inflata","Animalia","Arthropoda","Insecta","Hymenoptera","Cimbicidae","Zaraea","Zaraea inflata"
"KONZA","consumer","prairie","KIC011.csv","Antistrophus silphii",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aclista","Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Peleteria","Peleteria aclista"
"KONZA","consumer","prairie","KIC011.csv","Acropiesta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aneurhynchus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Diapria",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Doliopria",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Idiotypa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Leucopria",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pantoclis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pantolyta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Paramesius",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Psilus dissidens",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Spilomicrus flavicornis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Aphaenogaster ashmeadi","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Aphaenogaster","Aphaenogaster ashmeadi"
"KONZA","consumer","prairie","KIC011.csv","Aphaenogaster treatae","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Aphaenogaster","Aphaenogaster treatae"
"KONZA","consumer","prairie","KIC011.csv","Brachymyrmex depilis","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Brachymyrmex","Brachymyrmex depilis"
"KONZA","consumer","prairie","KIC011.csv","Crematogaster lineloata",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Crematogaster missuriensis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Forelius pruinosus","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Forelius","Forelius pruinosus"
"KONZA","consumer","prairie","KIC011.csv","Formica incerta",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Forelius mccooki","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Forelius","Forelius mccooki"
"KONZA","consumer","prairie","KIC011.csv","Formica biophilica",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Formica pallidefulva","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Formica pallidefulva"
"KONZA","consumer","prairie","KIC011.csv","Formica difficilis","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formica","Formica difficilis"
"KONZA","consumer","prairie","KIC011.csv","Hypoponera opacior","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Hypoponera","Hypoponera opacior"
"KONZA","consumer","prairie","KIC011.csv","Lasius neoniger","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Lasius","Lasius neoniger"
"KONZA","consumer","prairie","KIC011.csv","Monomorium minimum","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium minimum"
"KONZA","consumer","prairie","KIC011.csv","Neivamyrmex nigrescens","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Neivamyrmex","Neivamyrmex nigrescens"
"KONZA","consumer","prairie","KIC011.csv","Neivamyrmex parvula",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pheidole dentata","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole dentata"
"KONZA","consumer","prairie","KIC011.csv","Pheidole soritis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pheidole bicarinata","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole bicarinata"
"KONZA","consumer","prairie","KIC011.csv","Pheidole tetra","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole tetracantha"
"KONZA","consumer","prairie","KIC011.csv","Pheidole tysoni","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Pheidole","Pheidole tysoni"
"KONZA","consumer","prairie","KIC011.csv","Pheidole imparis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pheidole pennsylvanica",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Solenopsis molesta","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","Solenopsis molesta"
"KONZA","consumer","prairie","KIC011.csv","Solenopsis tennesseensis","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis","Solenopsis tennesseensis"
"KONZA","consumer","prairie","KIC011.csv","Temnothorax pergandei",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Dialictus pruinosiformis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Dialictus pruinosus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Dialictus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Dialictus versatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Halictus ligatus","Animalia","Arthropoda","Insecta","Hymenoptera","Halictidae","Halictus","Halictus ligatus"
"KONZA","consumer","prairie","KIC011.csv","Ibalia","Animalia","Arthropoda","Insecta","Hymenoptera","Ibaliidae","Ibalia",""
"KONZA","consumer","prairie","KIC011.csv","Heriades variolosa","Animalia","Arthropoda","Insecta","Hymenoptera","Megachilidae","Heriades","Heriades variolosa"
"KONZA","consumer","prairie","KIC011.csv","Dendrocerus","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae","Dendrocerus",""
"KONZA","consumer","prairie","KIC011.csv","Gonostigmus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Lagynodes","Animalia","Arthropoda","Insecta","Hymenoptera","Megaspilidae","Lagynodes",""
"KONZA","consumer","prairie","KIC011.csv","Megaspilus fuscipennis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Onycholyda luteicornis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Pamphilius pullatus",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acordulecera dorsalis",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acordulecera melina",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Acordulecera pellucida",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Allotropa",,,,,,,
"KONZA","consumer","prairie","KIC011.csv","Amblyaspis","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Amblyaspis",""
"KONZA","consumer","prairie","KIC011.csv","Inostemma","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Inostemma",""
"KONZA","consumer","prairie","KIC011.csv","Iphitrachelus lar","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Iphitrachelus","Iphitrachelus lar"
"KONZA","consumer","prairie","KIC011.csv","Isocybus","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Isocybus",""
"KONZA","consumer","prairie","KIC011.csv","Isostasius","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Isostasius",""
"KONZA","consumer","prairie","KIC011.csv","Leptacis","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Leptacis",""
"KONZA","consumer","prairie","KIC011.csv","Metanopedias brunneipes","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Metanopedias","Metanopedias brunneipes"
"KONZA","consumer","prairie","KIC011.csv","Trichacis rufipes","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Trichacis","Trichacis rufipes"
"KONZA","consumer","prairie","KIC011.csv","Trichacis texana","Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Trichacis","Trichacis texana"
"KONZA","consumer","prairie","KIC011.csv","grandis BRUES",,,,,,,
